日期,天气,最高温度,最低温度,风力风向
2019年3月23日,晴,15,4,东北风 1-2级
2019年3月22日,阴,12,6,东北风 3-4级
2019年3月21日,中到大雨,19,10,东北风 4-5级
2019年3月20日,多云,29,17,西南风 4-5级
2019年3月19日,多云,22,13,东北风 4-5级
2019年3月18日,小雨,18,11,东北风 4-5级
2019年3月17日,阴,21,13,东北风 3-4级
2019年3月16日,多云,20,9,东北风 3-4级
2019年3月15日,多云,21,7,西南风 4-5级
2019年3月14日,小雨,13,7,东北风 1-2级
2019年3月13日,多云,18,8,东北风 4-5级
2019年3月12日,晴,21,6,西南风 4-5级
2019年3月11日,多云,20,7,西南风 4-5级
2019年3月10日,多云,16,7,西南风 3-4级
2019年3月9日,小雨,15,7,西南风 1-2级
2019年3月8日,多云,12,7,东北风 3-4级
2019年3月7日,多云,12,4,东北风 1-2级
2019年3月6日,阴,14,5,西南风 1-2级
2019年3月5日,中雨,10,8,东北风 4-5级
2019年3月4日,阴,10,2,东风 1-2级
2019年3月3日,阴,10,4,无持续风向 1-2级
2019年3月2日,中雨,9,6,东北风 4-5级
2019年3月1日,小雨,10,8,东北风 4-5级
,,,,
2019年2月28日,阴,10,6,无持续风向 1-2级
2019年2月27日,小到中雨,9,6,无持续风向 1-2级
2019年2月26日,小雨,12,7,东北风 4-5级
2019年2月25日,阴,11,5,无持续风向 1-2级
2019年2月24日,多云,12,5,东北风 1-2级
2019年2月23日,小雨,8,3,无持续风向 1-2级
2019年2月22日,阴,7,3,无持续风向 1-2级
2019年2月21日,中雨,6,5,东北风 3-4级
2019年2月20日,小雨,7,5,东北风 3-4级
2019年2月19日,阴,12,6,无持续风向 1-2级
2019年2月18日,小到中雨,8,5,东北风 1-2级
2019年2月17日,小雨,6,3,东北风 1-2级
2019年2月16日,小雨,4,2,东北风 1-2级
2019年2月15日,小雨,7,4,无持续风向 1-2级
2019年2月14日,小雨,7,5,东北风 4-5级
2019年2月13日,小雨,7,4,东北风 4-5级
2019年2月12日,小雨,8,2,无持续风向 1-2级
2019年2月11日,多云,5,2,东北风 3-4级
2019年2月10日,小雨,3,1,无持续风向 1-2级
2019年2月9日,雨夹雪,4,2,无持续风向 1-2级
2019年2月8日,小雨,5,2,东北风 3-4级
2019年2月7日,小雨,11,3,东北风 1-2级
2019年2月6日,阴,18,8,东北风 3-4级
2019年2月5日,阴,11,7,西南风 1-2级
2019年2月4日,多云,10,5,东北风 3-4级
2019年2月3日,小雨,12,5,无持续风向 1-2级
2019年2月2日,晴,17,5,无持续风向 1-2级
2019年2月1日,多云,8,3,东北风 1-2级
,,,,
2019年1月31日,小雨,7,1,西南风 1-2级
2019年1月30日,多云,17,5,无持续风向 1-2级
2019年1月29日,阴,10,5,东北风 1-2级
2019年1月28日,阴,11,4,无持续风向 1-2级
2019年1月27日,晴,11,1,无持续风向 1-2级
2019年1月26日,多云,5,0,无持续风向 1-2级
2019年1月25日,多云,11,2,无持续风向 1-2级
2019年1月24日,晴,13,1,东北风 1-2级
2019年1月23日,晴,12,2,无持续风向 1-2级
2019年1月22日,晴,12,0,西南风 3-4级
2019年1月21日,多云,8,0,东北风 1-2级
2019年1月20日,晴,9,1,无持续风向 1-2级
2019年1月19日,多云,12,5,无持续风向 1-2级
2019年1月18日,晴,12,1,东北风 1-2级
2019年1月17日,晴,8,1,西南风 1-2级
2019年1月16日,多云,4,1,无持续风向 1-2级
2019年1月15日,小雨,6,1,北风 3-4级
2019年1月14日,小雨,8,5,无持续风向 1-2级
2019年1月13日,多云,8,2,北风 1-2级
2019年1月12日,阴,8,1,北风 3-4级
2019年1月11日,小雨,7,5,无持续风向 1-2级
2019年1月10日,小雨,7,5,无持续风向 1-2级
2019年1月9日,小雨,5,3,东北风 1-2级
2019年1月8日,阴,7,5,北风 3-4级
2019年1月7日,小雨,7,6,东北风 1-2级
2019年1月6日,多云,8,3,北风 1-2级
2019年1月5日,小雨,7,5,西北风 3-4级
2019年1月4日,中雨,7,4,北风 1-2级
2019年1月3日,阴,8,2,无持续风向 1-2级
2019年1月2日,阴,4,1,无持续风向 1-2级
2019年1月1日,阴,4,2,北风 1-2级
,,,,
2018年12月31日,雨夹雪,4,0,北风 3-4级
2018年12月30日,小雪,2,0,北风 3-4级
2018年12月29日,多云,4,-1,北风 3-4级
2018年12月28日,多云,5,-1,北风 4-5级
2018年12月27日,阴,7,2,北风 1-2级
2018年12月26日,小雨,10,5,北风 4-5级
2018年12月25日,阴,12,9,东风 1-2级
2018年12月24日,多云,11,6,东北风 3-4级
2018年12月23日,阴,11,5,北风 4-5级
2018年12月22日,小雨,13,8,东北风 3-4级
2018年12月21日,阴,14,10,东北风 1-2级
2018年12月20日,阴,13,7,东北风 1-2级
2018年12月19日,多云,15,7,西南风 1-2级
2018年12月18日,晴,17,5,南风 1-2级
2018年12月17日,晴,15,4,西南风 1-2级
2018年12月16日,多云,12,2,西北风 3-4级
2018年12月15日,小雨,8,5,东风 1-2级
2018年12月14日,多云,10,2,东北风 1-2级
2018年12月13日,阴,8,2,东北风 1-2级
2018年12月12日,多云,8,2,北风 4-5级
2018年12月11日,小雨,8,1,北风 3-4级
2018年12月10日,阵雨,6,2,东北风 1-2级
2018年12月9日,中雪,2,0,北风 1-2级
2018年12月8日,中雪,3,1,北风 4-5级
2018年12月7日,小雨,5,1,北风 4-5级
2018年12月6日,中雨,11,5,北风 4-5级
2018年12月5日,小雨,12,9,东北风 3-4级
2018年12月4日,中雨,14,10,北风 4-5级
2018年12月3日,阵雨,18,14,西南风 1-2级
2018年12月2日,阵雨,18,14,南风 1-2级
2018年12月1日,多云,20,12,东南风 1-2级
,,,,
2018年11月30日,多云,20,11,东南风 1-2级
2018年11月29日,多云,19,10,东南风 1-2级
2018年11月28日,多云,18,9,北风 1-2级
2018年11月27日,多云,18,10,北风 1-2级
2018年11月26日,阴,18,10,北风 1-2级
2018年11月25日,阴,18,11,东风 1-2级
2018年11月24日,多云,20,10,北风 1-2级
2018年11月23日,晴,17,8,东南风 1-2级
2018年11月22日,晴,14,6,北风 1-2级
2018年11月21日,阴,16,9,北风 3-4级
2018年11月20日,多云,16,10,东风 1-2级
2018年11月19日,阴,14,8,北风 1-2级
2018年11月18日,中雨,13,9,东北风 1-2级
2018年11月17日,小雨,14,11,东北风 1-2级
2018年11月16日,阴,16,13,北风 4-5级
2018年11月15日,小雨,18,14,东风 1-2级
2018年11月14日,阴,17,12,东风 1-2级
2018年11月13日,多云,17,10,东北风 1-2级
2018年11月12日,小雨,17,12,北风 1-2级
2018年11月11日,小雨,19,14,北风 3-4级
2018年11月10日,多云,20,13,东风 1-2级
2018年11月9日,晴,18,9,东风 1-2级
2018年11月8日,小雨,15,9,北风 3-4级
2018年11月7日,小雨,20,14,北风 1-2级
2018年11月6日,阵雨,21,17,东北风 1-2级
2018年11月5日,小雨,21,17,东风 1-2级
2018年11月4日,阴,22,16,东风 1-2级
2018年11月3日,小雨,18,14,东风 1-2级
2018年11月2日,多云,20,14,东北风 1-2级
2018年11月1日,多云,20,11,东北风 3-4级
,,,,
2018年10月31日,多云,22,12,东北风 1-2级
2018年10月30日,多云,24,13,东风 1-2级
2018年10月29日,晴,26,13,西风 1-2级
2018年10月28日,晴,24,11,西风 1-2级
2018年10月27日,晴,21,10,北风 3-4级
2018年10月26日,多云,23,10,西北风 3-4级
2018年10月25日,小雨,23,16,东南风 1-2级
2018年10月24日,多云,23,15,东风 1-2级
2018年10月23日,阴,22,15,东北风 1-2级
2018年10月22日,小雨,21,16,北风 1-2级
2018年10月21日,小雨,20,15,东风 1-2级
2018年10月20日,阴,20,14,东风 1-2级
2018年10月19日,多云,20,12,东北风 1-2级
2018年10月18日,多云,21,11,东北风 3-4级
2018年10月17日,多云,22,13,东北风 1-2级
2018年10月16日,阴,22,13,北风 3-4级
2018年10月15日,小雨,20,15,东北风 1-2级
2018年10月14日,小雨,22,16,东北风 1-2级
2018年10月13日,多云,23,14,东北风 1-2级
2018年10月12日,多云,21,13,东北风 3-4级
2018年10月11日,多云,21,12,北风 3-4级
2018年10月10日,多云,20,13,北风 1-2级
2018年10月9日,小雨,25,16,北风 1-2级
2018年10月8日,多云,26,18,东风 3-4级
2018年10月7日,晴,27,17,东北风 3-4级
2018年10月6日,晴,27,16,西北风 1-2级
2018年10月5日,阴,24,17,北风 5-6级
2018年10月4日,多云,26,18,东北风 4-5级
2018年10月3日,多云,25,16,东北风 1-2级
2018年10月2日,多云,26,16,北风 1-2级
2018年10月1日,晴,26,15,北风 1-2级
,,,,
2018年9月30日,晴,28,17,西北风 3-4级
2018年9月29日,多云,27,18,北风 3-4级
2018年9月28日,多云,27,19,北风 1-2级
2018年9月27日,阵雨,25,19,东北风 3-4级
2018年9月26日,多云,26,20,东北风 3-4级
2018年9月25日,多云,27,20,东北风 3-4级
2018年9月24日,多云,28,19,东北风 3-4级
2018年9月23日,阴,28,20,东北风 1-2级
2018年9月22日,阵雨,26,22,北风 1-2级
2018年9月21日,阵雨,27,22,北风 3-4级
2018年9月20日,雷阵雨,32,24,西风 1-2级
2018年9月19日,雷阵雨,34,25,南风 1-2级
2018年9月18日,多云,32,24,东北风 1-2级
2018年9月17日,阵雨,31,25,东风 1-2级
2018年9月16日,阵雨,31,25,东风 4-5级
2018年9月15日,多云,33,24,东北风 1-2级
2018年9月14日,多云,31,24,东北风 1-2级
2018年9月13日,多云,30,23,东北风 3-4级
2018年9月12日,多云,28,22,东北风 3-4级
2018年9月11日,阵雨,26,21,东风 1-2级
2018年9月10日,多云,28,21,东北风 1-2级
2018年9月9日,多云,28,20,东北风 1-2级
2018年9月8日,小雨,25,19,东北风 3-4级
2018年9月7日,阵雨,26,21,北风 4-5级
2018年9月6日,多云,35,24,东北风 1-2级
2018年9月5日,多云,33,23,东风 1-2级
2018年9月4日,多云,33,22,北风 3-4级
2018年9月3日,雷阵雨,34,25,西南风 1-2级
2018年9月2日,多云,34,26,西南风 1-2级
2018年9月1日,多云,34,26,西南风 1-2级
,,,,
2018年8月31日,阵雨,33,26,西南风 1-2级
2018年8月30日,多云,35,26,东南风 3-4级
2018年8月29日,多云,34,26,东南风 3-4级
2018年8月28日,多云,34,26,东南风 3-4级
2018年8月27日,多云,33,26,东风 3-4级
2018年8月26日,中雨,29,25,东北风 3-4级
2018年8月25日,中雨,27,23,东风 4～5级
2018年8月24日,多云,33,25,东北风 3-4级
2018年8月23日,多云,33,25,北风 1-2级
2018年8月22日,多云,33,25,北风 1-2级
2018年8月21日,阵雨,33,26,北风 3-4级
2018年8月20日,雷阵雨,35,27,南风 <3级
2018年8月19日,多云,36,26,东南风 3-4级
2018年8月18日,多云,34,26,东南风 3～4级
2018年8月17日,大雨,30,24,东南风 5-6级
2018年8月16日,中雨,31,25,北风 4-5级
2018年8月15日,多云,34,27,东北风 3～4级
2018年8月14日,多云,35,26,东风 3-4级
2018年8月13日,阵雨,33,25,东北风 5-6级
2018年8月12日,大雨,32,26,东北风 4～5级
2018年8月11日,多云,35,25,东风 1-2级
2018年8月10日,晴,36,27,东风 <3级
2018年8月9日,晴,36,27,东风 <3级
2018年8月8日,晴,37,27,东风 1-2级
2018年8月7日,晴,37,27,东风 1-2级
2018年8月6日,晴,37,27,东南风 <3级
2018年8月5日,晴,36,27,东南风 1-2级
2018年8月4日,多云,36,27,南风 1-2级
2018年8月3日,大雨,30,26,北风 4～5级
2018年8月2日,雷阵雨,33,25,北风 3-4级
2018年8月1日,阵雨,34,26,东北风 <3级
,,,,
2018年7月31日,雷阵雨,36,26,北风 <3级
2018年7月30日,多云,36,27,北风 1-2级
2018年7月29日,晴,38,27,东北风 <3级
2018年7月28日,晴,37,27,东风 1-2级
2018年7月27日,多云,37,28,东风 1-2级
2018年7月26日,雷阵雨,38,28,南风 <3级
2018年7月25日,多云,36,27,南风 1-2级
2018年7月24日,雷阵雨,35,27,南风 1-2级
2018年7月23日,多云,36,26,西南风 <3级
2018年7月22日,中雨,31,26,北风 5-6级
2018年7月21日,阵雨,33,27,东北风 4-5级
2018年7月20日,多云,36,26,东风 3～4级
2018年7月19日,晴,36,27,东南风 1-2级
2018年7月18日,晴,36,26,东南风 <3级
2018年7月17日,多云,36,27,东南风 3-4级
2018年7月16日,晴,36,28,东南风 3～4级
2018年7月15日,晴,36,27,东南风 <3级
2018年7月14日,晴,36,27,东南风 3-4级
2018年7月13日,多云,35,27,东南风 3-4级
2018年7月12日,多云,36,26,东南风 3～4级
2018年7月11日,阵雨,33,26,东风 5～6级
2018年7月10日,晴,36,26,东南风 <3级
2018年7月9日,多云,36,27,南风 <3级
2018年7月8日,多云,34,27,南风 1-2级
2018年7月7日,阵雨,33,26,东风 3-4级
2018年7月6日,雷阵雨,30,25,东南风 <3级
2018年7月5日,雷阵雨,33,27,西南风 1-2级
2018年7月4日,雷阵雨,34,26,西南风 <3级
2018年7月3日,雷阵雨,30,25,南风 1-2级
2018年7月2日,雷阵雨,33,25,东风 <3级
2018年7月1日,雷阵雨,32,24,东南风 1-2级
,,,,
2018年6月30日,阵雨,31,24,南风 <3级
2018年6月29日,雷阵雨,32,26,东南风 3～4级
2018年6月28日,多云,36,26,西南风 3～4级
2018年6月27日,多云,37,28,西南风 1-2级
2018年6月26日,多云,37,27,西南风 3-4级
2018年6月25日,多云,35,25,南风 1-2级
2018年6月24日,阴,29,23,东风 1-2级
2018年6月23日,阵雨,26,21,东风 <3级
2018年6月22日,大雨-暴雨,24,21,东风 <3级
2018年6月21日,阴,30,21,东风 3～4级
2018年6月20日,大雨-暴雨,29,22,东北风 3～4级
2018年6月19日,阴,34,24,北风 1-2级
2018年6月18日,多云,34,24,东南风 3～4级
2018年6月17日,多云,32,22,东南风 3～4级
2018年6月16日,多云,32,22,东风 3-4级
2018年6月15日,多云,32,22,东风 <3级
2018年6月14日,多云,32,22,东风 <3级
2018年6月13日,多云,34,20,东南风 <3级
2018年6月12日,多云,34,22,南风 <3级
2018年6月11日,晴,32,21,西风 3-4级
2018年6月10日,阵雨,25,19,北风 3-4级
2018年6月9日,阵雨,28,22,东风 1-2级
2018年6月8日,阵雨,27,22,东风 1-2级
2018年6月7日,多云,31,23,东风 1-2级
2018年6月6日,阴,28,20,东风 3-4级
2018年6月5日,阵雨,24,19,南风 3-4级
2018年6月4日,多云,28,20,南风 1-2级
2018年6月3日,多云,28,19,东风 <3级
2018年6月2日,多云,27,18,东北风 <3级
2018年6月1日,晴,28,18,东北风 <3级
,,,,
2018年5月31日,阵雨,22,17,东北风 3-4级
2018年5月30日,阵雨,27,18,东风 <3级
2018年5月29日,阵雨,28,22,东南风 <3级
2018年5月28日,多云,30,22,东南风 <3级
2018年5月27日,毛毛雨/细雨,26,20,东北风 1-2级
2018年5月26日,阵雨,27,21,北风 3-4级
2018年5月25日,多云,32,23,南风 1-2级
2018年5月24日,多云,28,21,东风 1-2级
2018年5月23日,多云,29,20,西北风 3～4级
2018年5月22日,多云,28,23,北风 <3级
2018年5月21日,多云,26,20,东北风 <3级
2018年5月20日,中雨,25,21,东北风 <3级
2018年5月19日,雷阵雨,28,22,东北风 <3级
2018年5月18日,雷阵雨,35,22,北风 <3级
2018年5月17日,多云,36,25,西南风 3～4级
2018年5月16日,多云,37,26,南风 3～4级
2018年5月15日,多云,36,26,南风 3～4级
2018年5月14日,多云,33,24,南风 3～4级
2018年5月13日,阵雨,29,21,北风 <3级
2018年5月12日,雷阵雨,30,22,南风 <3级
2018年5月11日,多云,28,20,东南风 3～4级
2018年5月10日,晴,27,16,东风 3～4级
2018年5月9日,晴,26,14,东北风 3～4级
2018年5月8日,阴,25,13,北风 <3级
2018年5月7日,阵雨,27,17,北风 3～4级
2018年5月6日,阵雨,29,19,南风 3～4级
2018年5月5日,阵雨,26,18,南风 <3级
2018年5月4日,多云,29,18,东南风 <3级
2018年5月3日,多云,26,15,北风 <3级
2018年5月2日,阴,27,16,北风 3～4级
2018年5月1日,阵雨,30,22,西南风 3～4级
,,,,
2018年4月30日,阴,29,21,南风 <3级
2018年4月29日,阵雨,28,20,南风 <3级
2018年4月28日,多云,28,18,东南风 <3级
2018年4月27日,多云,28,16,东北风 <3级
2018年4月26日,多云,24,16,东风 <3级
2018年4月25日,晴,24,13,北风 3～4级
2018年4月24日,阴,19,12,北风 4～5级
2018年4月23日,大雨,22,15,北风 3～4级
2018年4月22日,阵雨,30,21,南风 3～4级
2018年4月21日,阵雨,28,20,东南风 3～4级
2018年4月20日,晴,31,18,东南风 3～4级
2018年4月19日,晴,30,16,东南风 3～4级
2018年4月18日,晴,28,14,东南风 <3级
2018年4月17日,多云,21,10,东风 <3级
2018年4月16日,阴,18,10,东风 <3级
2018年4月15日,多云,19,9,北风 <3级
2018年4月14日,阵雨,18,12,北风 3～4级
2018年4月13日,阵雨,21,15,东风 3～4级
2018年4月12日,阵雨,24,16,东风 3～4级
2018年4月11日,阵雨,28,17,东北风 3～4级
2018年4月10日,晴,32,18,南风 3～4级
2018年4月9日,晴,28,14,南风 <3级
2018年4月8日,晴,23,11,西南风 3～4级
2018年4月7日,晴,17,6,北风 3～4级
2018年4月6日,多云,16,7,西北风 4～5级
2018年4月5日,中雨,15,9,北风 3～4级
2018年4月4日,阴,22,15,北风 3～4级
2018年4月3日,阵雨,27,18,南风 <3级
2018年4月2日,阵雨,28,18,南风 3～4级
2018年4月1日,多云,29,17,南风 3～4级
,,,,
2018年3月31日,多云,26,16,东南风 <3级
2018年3月30日,多云,24,14,东风 3～4级
2018年3月29日,多云,28,15,东风 3～4级
2018年3月28日,晴,28,14,东南风 <3级
2018年3月27日,多云,25,12,南风 <3级
2018年3月26日,阵雨,20,12,南风 <3级
2018年3月25日,阴,22,14,南风 <3级
2018年3月24日,多云,24,12,南风 <3级
2018年3月23日,多云,22,10,东南风 <3级
2018年3月22日,晴,19,7,西北风 <3级
2018年3月21日,阴,10,4,西北风 4～5级
2018年3月20日,小雨,10,6,北风 4～5级
2018年3月19日,小雨,11,8,北风 3～4级
2018年3月18日,小雨,16,9,南风 <3级
2018年3月17日,多云,16,10,东风 <3级
2018年3月16日,小雨,11,6,东北风 4～5级
2018年3月15日,阵雨,22,9,西南风 <3级
2018年3月14日,小雨,25,15,东南风 3～4级
2018年3月13日,多云,26,14,南风 <3级
2018年3月12日,多云,24,12,南风 <3级
2018年3月11日,多云,22,9,东南风 3～4级
2018年3月10日,晴,17,5,东南风 <3级
2018年3月9日,晴,12,1,北风 <3级
2018年3月8日,阴,11,3,北风 4～5级
2018年3月7日,小雨-中雨,10,6,东北风 <3级
2018年3月6日,多云,11,8,东风 <3级
2018年3月5日,小雨,10,7,北风 <3级
2018年3月4日,多云,28,10,南风 3～4级
2018年3月3日,阴,23,10,南风 <3级
2018年3月2日,阵雨,12,8,东风 4～5级
2018年3月1日,晴,18,8,东北风 3～4级
,,,,
2018年2月28日,小雨,18,6,西北风 4～5级
2018年2月27日,多云,18,8,东南风 3～4级
2018年2月26日,晴,16,5,东南风 <3级
2018年2月25日,阴,10,4,北风 <3级
2018年2月24日,中雨,11,6,北风 <3级
2018年2月23日,晴,16,4,南风 <3级
2018年2月22日,多云,16,2,西南风 <3级
2018年2月21日,小雨,7,4,东北风 3～4级
2018年2月20日,中雨,8,4,东北风 <3级
2018年2月19日,小雨,9,7,北风 <3级
2018年2月18日,阵雨,14,7,东风 3～4级
2018年2月17日,多云,12,3,东风 3～4级
2018年2月16日,多云,12,4,东风 <3级
2018年2月15日,小雨,11,8,东北风 3～4级
2018年2月14日,晴,21,8,南风 <3级
2018年2月13日,晴,14,2,东南风 <3级
2018年2月12日,晴,12,0,西北风 4～5级
2018年2月11日,晴,9,-1,西北风 3～4级
2018年2月10日,小雨,6,0,北风 3～4级
2018年2月9日,多云,10,2,南风 <3级
2018年2月8日,晴,8,0,东北风 <3级
2018年2月7日,多云,9,-1,南风 <3级
2018年2月6日,晴,7,-2,北风 <3级
2018年2月5日,晴,6,-2,北风 <3级
2018年2月4日,晴,4,-3,北风 3～4级
2018年2月3日,多云,4,-2,北风 3～4级
2018年2月2日,多云,6,-1,北风 4～5级
2018年2月1日,多云,4,-2,西北风 <3级
,,,,
2018年1月31日,小雪,3,-3,北风 3～4级
2018年1月30日,多云,3,-2,北风 <3级
2018年1月29日,多云,2,-5,北风 <3级
2018年1月28日,小雪,2,-3,北风 4～5级
2018年1月27日,雨夹雪,1,0,东北风 4～5级
2018年1月26日,小雪,2,-1,东北风 3～4级
2018年1月25日,中雪-大雪,2,-1,东北风 3～4级
2018年1月24日,小雨,4,0,东北风 3～4级
2018年1月23日,小雨,9,2,东北风 <3级
2018年1月22日,多云,12,4,北风 3～4级
2018年1月21日,中雨,8,5,东北风 <3级
2018年1月20日,小雨,10,6,东北风 <3级
2018年1月19日,多云,11,6,东北风 <3级
2018年1月18日,多云,14,7,东北风 <3级
2018年1月17日,多云,14,4,东北风 <3级
2018年1月16日,阴,16,7,北风 <3级
2018年1月15日,多云,14,7,东南风 <3级
2018年1月14日,晴,13,3,东南风 <3级
2018年1月13日,晴,8,-1,东南风 <3级
2018年1月12日,晴,8,-2,东北风 <3级
2018年1月11日,晴,9,-2,北风 <3级
2018年1月10日,晴,10,-2,西风 3～4级
2018年1月9日,晴,8,-2,西北风 4～5级
2018年1月8日,阴,4,-2,西北风 4～5级
2018年1月7日,小雨,8,2,西北风 <3级
2018年1月6日,小雨,7,4,东风 <3级
2018年1月5日,小雨,6,2,北风 3～4级
2018年1月4日,中雨,6,3,东北风 3～4级
2018年1月3日,中雨,10,5,东北风 3～4级
2018年1月2日,阴,11,7,东风 <3级
2018年1月1日,多云,12,5,东风 <3级
2018年1月1日,多云,12,5,东风 <3级
,,,,
2017年12月31日,晴,12,2,北风 <3级
2017年12月30日,小雨,12,4,西北风 4～5级
2017年12月29日,阴,14,8,东风 <3级
2017年12月28日,小雨,10,7,东南风 <3级
2017年12月27日,多云,14,6,东南风 <3级
2017年12月26日,晴,14,3,东北风 <3级
2017年12月25日,晴,11,3,东北风 <3级
2017年12月24日,多云,14,1,北风 4～5级
2017年12月23日,多云,15,7,南风 3～4级
2017年12月22日,晴,16,4,东南风 <3级
2017年12月21日,晴,12,1,东南风 <3级
2017年12月20日,晴,12,0,西北风 <3级
2017年12月19日,晴,10,0,北风 3～4级
2017年12月18日,晴,8,0,北风 <3级
2017年12月17日,晴,6,-1,北风 3～4级
2017年12月16日,阴,6,-2,北风 4～5级
2017年12月15日,小雨,8,3,东北风 <3级
2017年12月14日,小雨,8,6,东北风 <3级
2017年12月13日,阴,10,6,东北风 3～4级
2017年12月12日,多云,12,4,东风 3～4级
2017年12月11日,晴,12,3,东北风 3～4级
2017年12月10日,晴,14,2,北风 <3级
2017年12月9日,晴,11,3,南风 <3级
2017年12月8日,晴,9,2,北风 3～4级
2017年12月7日,多云,14,4,北风 3～4级
2017年12月6日,晴,12,4,东风 <3级
2017年12月5日,晴,11,4,北风 <3级
2017年12月4日,多云,14,4,北风 3～4级
2017年12月3日,阴,16,7,东风 <3级
2017年12月2日,多云,14,6,东南风 <3级
2017年12月1日,阴,12,6,东北风 <3级
,,,,
2017年11月30日,阴,14,8,北风 3～4级
2017年11月29日,中雨,14,10,东北风 3～4级
2017年11月28日,多云,20,11,北风 <3级
2017年11月27日,多云,18,9,东北风 <3级
2017年11月26日,多云,18,8,北风 <3级
2017年11月25日,多云,16,8,南风 <3级
2017年11月24日,多云,16,6,西北风 <3级
2017年11月23日,晴,12,4,西北风 <3级
2017年11月22日,多云,15,6,北风 3～4级
2017年11月21日,小雨,11,9,东风 <3级
2017年11月20日,阴,12,6,东北风 <3级
2017年11月19日,多云,12,6,东北风 <3级
2017年11月18日,阴,12,6,北风 6～7级
2017年11月17日,小雨,18,9,北风 4～5级
2017年11月16日,小雨,18,15,东南风 <3级
2017年11月15日,阴,17,14,东风 <3级
2017年11月14日,阴,18,14,东北风 <3级
2017年11月13日,小雨,20,14,东北风 <3级
2017年11月12日,多云,21,13,东风 ≤3级
2017年11月11日,多云,18,12,东北风 3-4级
2017年11月10日,小雨,21,12,北风 3-4级
2017年11月9日,晴,22,14,东风 3-4级
2017年11月8日,多云,22,12,北风 ≤3级
2017年11月7日,阴,23,14,东南风 ≤3级
2017年11月6日,多云,21,14,东南风 ≤3级
2017年11月5日,多云,18,11,东风 ≤3级
2017年11月4日,多云,17,8,北风 3-4级
2017年11月3日,阴,22,9,北风 4-5级
2017年11月2日,多云,24,12,南风 ≤3级
2017年11月1日,晴,22,12,南风 ≤3级
,,,,
2017年10月31日,晴,20,10,东北风 ≤3级
2017年10月30日,多云,18,10,北风 3-4级
2017年10月29日,多云,22,10,北风 4-5级
2017年10月28日,多云,22,13,北风 3-4级
2017年10月27日,晴,24,14,东北风 ≤3级
2017年10月26日,多云,24,14,东北风 ≤3级
2017年10月25日,多云,22,12,东北风 ≤3级
2017年10月24日,晴,21,10,北风 3-4级
2017年10月23日,多云,21,12,北风 3-4级
2017年10月22日,多云,23,13,北风 3-4级
2017年10月21日,多云,22,14,北风 4-5级
2017年10月20日,阴,22,14,东北风 4-5级
2017年10月19日,多云,21,16,北风 3-4级
2017年10月18日,多云,22,16,北风 3-4级
2017年10月17日,小雨,20,16,北风 4-5级
2017年10月16日,阵雨,18,16,北风 4-5级
2017年10月15日,中雨,20,16,北风 4-5级
2017年10月14日,阵雨,20,16,东北风 4-5级
2017年10月13日,阴,20,17,东北风 3-4级
2017年10月12日,小雨,19,16,北风 3-4级
2017年10月11日,小雨,22,18,北风 4-5级
2017年10月10日,多云,32,21,东南风 ≤3级
2017年10月9日,多云,30,21,东南风 3-4级
2017年10月8日,晴,29,20,东风 ≤3级
2017年10月7日,多云,26,19,东风 ≤3级
2017年10月6日,阴,25,18,北风 ≤3级
2017年10月5日,阴,24,18,东北风 ≤3级
2017年10月4日,阴,22,18,东北风 3-4级
2017年10月3日,阴,24,19,东北风 3-4级
2017年10月2日,阵雨,29,21,北风 ≤3级
2017年10月1日,多云,33,23,西南风 ≤3级
,,,,
2017年9月30日,阵雨,26,22,东风 3-4级
2017年9月29日,多云,24,20,东风 ≤3级
2017年9月28日,阵雨,22,16,北风 ≤3级
2017年9月27日,雷阵雨,29,21,西北风 ≤3级
2017年9月26日,多云,32,24,西南风 ≤3级
2017年9月25日,多云,31,24,南风 ≤3级
2017年9月24日,阵雨,27,22,东风 ≤3级
2017年9月23日,中雨,24,21,东北风 3-4级
2017年9月22日,阵雨,26,20,东风 ≤3级
2017年9月21日,阵雨,24,20,东北风 ≤3级
2017年9月20日,中雨,24,21,北风 ≤3级
2017年9月19日,多云,31,21,东风 ≤3级
2017年9月18日,晴,32,21,东风 ≤3级
2017年9月17日,晴,30,19,西北风 ≤3级
2017年9月16日,多云,28,20,北风 4-5级
2017年9月15日,阵雨,26,20,北风 5-6级
2017年9月14日,阵雨,28,22,北风 3-4级
2017年9月13日,多云,30,21,东北风 ≤3级
2017年9月12日,阴,28,22,东北风 3-4级
2017年9月11日,阵雨,28,22,西北风 3-4级
2017年9月10日,雷阵雨,34,25,南风 ≤3级
2017年9月9日,阵雨,30,26,东风 3-4级
2017年9月8日,阴,29,24,东风 ≤3级
2017年9月7日,阵雨,28,24,北风 ≤3级
2017年9月6日,雷阵雨,32,25,东北风 ≤3级
2017年9月5日,多云,35,26,东北风 ≤3级
2017年9月4日,多云,33,25,东风 3-4级
2017年9月3日,阴,30,24,东北风 3-4级
2017年9月2日,多云,32,24,东北风 ≤3级
2017年9月1日,多云,30,22,东北风 ≤3级
,,,,
2017年8月31日,多云,30,24,东北风 ≤3级
2017年8月30日,多云,32,25,东北风 3-4级
2017年8月29日,雷阵雨,34,26,东北风 ≤3级
2017年8月28日,晴,38,27,东风 ≤3级
2017年8月27日,多云,36,26,东南风 ≤3级
